ID,Cow ID,Date,Ruminating(min),Eating(min),Sitting(min),Standing(min),Coughing(count),Resting(min),Activity Rate,Mounting(count),Sniffing,Heat Detection(count),SIT+STAND(min),Data Collection Rate(%)
5,COW-10000249,18/08/2025,210.3333,299.6667,845.1667,595.6667,14,49.1667,140.84056626998876,13,228.6063275135894,0,1440.8333,100
5,COW-10000249,19/08/2025,351.8333,33,1127.8333,312.8333,2,71.3333,64.31918064348679,4,130.39872981728584,0,1440.6667,100
5,COW-10000249,20/08/2025,256,32,1075,365.8333,2,97.5,64.07226059462998,5,135.84062086494757,0,1440.8333,100
5,COW-10000249,21/08/2025,203.1667,30.3333,1150,290.8333,5,91,59.40336885,6,119.84738396798483,0,1440.8333,100
5,COW-10000249,22/08/2025,183.1667,35.5,1094.5,346.3333,2,66.1667,62.85968700649423,7,133.74074919365816,0,1440.8333,100
5,COW-10000249,23/08/2025,187.8333,49,1171.6667,269,0,54.3333,51.111256053523846,1,109.81835399938369,0,1440.6667,100
5,COW-10000249,24/08/2025,180.1667,431.8333,739,701.6667,2,0.6667,148.2381530648743,8,242.83056133381476,0,1440.6667,100
5,COW-10000249,25/08/2025,273.6667,162,1037.3333,403.5,13,50.3333,94.08187837970264,5,170.37562341066783,0,1440.8333,100
5,COW-10000249,26/08/2025,291.5,58,1157.5,283.3333,4,75.8333,55.84568719549494,4,114.9931050725863,0,1440.8333,100
5,COW-10000249,27/08/2025,185.1667,324.1667,754.8333,686,0,13.1667,158.57913718104982,10,279.99868657700654,0,1440.8333,100
5,COW-10000249,28/08/2025,195.6667,89,1117,323.8333,0,115.1667,55.957022107081855,5,118.22784456922665,0,1440.8333,100
5,COW-10000249,29/08/2025,197.8333,94.8333,1111,329.5,2,130.8333,62.19726822903955,4,127.2909433990941,0,1440.5,100
5,COW-10000249,30/08/2025,151.1667,101,1133,307.8333,0,93.3333,58.095755414372576,2,122.51208402987778,0,1440.8333,100
5,COW-10000249,31/08/2025,211.3333,157,977.8333,463,4,53.3333,77.43069295623938,4,167.5589470783364,0,1440.8333,100
5,COW-10000249,01/09/2025,371.6667,154.5,966.5,474.3333,2,52,75.49189607389681,3,170.0630759861926,0,1440.8333,100
5,COW-10000249,02/09/2025,395.6667,169,1003.3333,437,6,65.1667,73.97171314489341,2,156.75434740680535,0,1440.3333,100
5,COW-10000249,03/09/2025,227.1667,90.6667,998,442.6667,10,176.1667,67.48889331738191,5,151.28482539915257,0,1440.6667,100
5,COW-10000249,04/09/2025,280.5,126.3333,956.1667,484.6667,4,131.8333,86.38910132739639,3,166.20471249983584,0,1440.8333,100
5,COW-10000249,05/09/2025,221,70.1667,1116.6667,324.1667,6,248.1667,53.73539124064669,2,119.5157228252528,0,1440.8333,100
5,COW-10000249,06/09/2025,86.8333,33.6667,1170.6667,270,5,259.1667,50.53954701244914,4,108.12495313050404,0,1440.6667,100
5,COW-10000249,07/09/2025,337.8333,125.5,1088,367.8333,0,269.3333,60.221492843758945,3,132.10104417173127,0,1455.8333,101
5,COW-10000249,08/09/2025,217.3333,119.1667,856,403.8333,0,127.5,73.6745357,3,162.2463389574685,0,1259.8333,87
5,COW-10000249,09/09/2025,308.8333,171.5,900.1667,540.6667,2,93.1667,75.59838277663434,6,173.21614781165138,0,1440.8333,100
5,COW-10000249,10/09/2025,417.5,128.5,954,486.6667,4,140.1667,68.56468278354431,4,162.02600441393835,0,1440.6667,100
5,COW-10000249,11/09/2025,391.8333,133.6667,1049,391.8333,3,184.5,61.20930651283595,1,138.0940825295214,0,1440.8333,100
5,COW-10000249,12/09/2025,241.8333,8.1667,827.5,153.6667,0,103.3333,49.33611152004827,0,102.00244505062803,0,981.1667,68
6,COW-10000250,01/06/2025,428.5,96.8333,1065.1667,375.3333,23,232.6667,51.09677414616597,4,110.24040593795308,0,1440.5,100
6,COW-10000250,02/06/2025,334.5,117.6667,1031,409.6667,18,295.5,53.35247027438198,5,112.00892630686975,0,1440.6667,100
6,COW-10000250,03/06/2025,353.3333,137.3333,1084.5,356.3333,7,303.3333,51.6703195,1,107.94023115556318,0,1440.8333,100
6,COW-10000250,04/06/2025,293.1667,121.5,1055.5,385.1667,21,313.5,51.83765903880673,5,103.94891132529496,0,1440.6667,100
6,COW-10000250,05/06/2025,258.6667,94.6667,1124,316.1667,24,335.1667,44.53005016933035,4,90.45607398304311,0,1440.1667,100
6,COW-10000250,06/06/2025,294.1667,108,1104.8333,335.8333,4,288.8333,49.05277956530542,3,100.30327902409502,0,1440.6667,100
6,COW-10000250,07/06/2025,309.3333,86.8333,1059.5,381.1667,12,250.6667,51.12424109943043,3,107.24164123393936,0,1440.6667,100
6,COW-10000250,08/06/2025,290.8333,101.5,1077.5,363.3333,6,285,50.118742396198584,4,102.71968481925404,0,1440.8333,100
6,COW-10000250,09/06/2025,265.1667,100.8333,995.5,445.1667,4,274.8333,51.43217737285256,7,112.54116792692072,0,1440.6667,100
6,COW-10000250,10/06/2025,306.8333,99.6667,866.8333,574,6,176.1667,63.778126652079415,51,137.25186327553126,4,1440.8333,100
6,COW-10000250,11/06/2025,299.5,89.1667,1045.3333,395.5,2,304.8333,51.08958061752187,4,94.53663192228336,0,1440.8333,100
6,COW-10000250,12/06/2025,320.8333,99.3333,1099.8333,340.3333,0,294.3333,50.885805744303134,8,92.70575141178321,0,1440.1667,100
6,COW-10000250,13/06/2025,384.8333,229.1667,921.6667,519,11,219.5,93.87473364551549,16,137.94074855100112,0,1440.6667,100
6,COW-10000250,14/06/2025,404.1667,167.1667,1010,430.6667,0,268.6667,69.59214534874262,6,118.62119262497605,0,1440.6667,100
6,COW-10000250,15/06/2025,292.6667,396.5,719.3333,721.3333,27,262.8333,102.93281714047949,3,142.01759257177577,0,1440.6667,100
6,COW-10000250,16/06/2025,282.1667,220.3333,978.1667,462.5,23,318.1667,79.29700845262069,7,123.09645573776223,0,1440.6667,100
6,COW-10000250,17/06/2025,217.8333,80.6667,1163.5,277.1667,18,433.5,42.45151772205612,4,73.95913504936364,0,1440.6667,100
6,COW-10000250,18/06/2025,202.6667,114,1037.1667,403.6667,4,328.8333,50.03923618014387,4,91.79363729500095,0,1440.8333,100
6,COW-10000250,19/06/2025,233.5,99.5,1062.5,378.1667,5,304,48.718075449959876,0,86.36814308960865,0,1440.6667,100
6,COW-10000250,20/06/2025,214.3333,105.3333,1068.1667,372.1667,14,294.6667,49.35413709312533,4,89.02290161493006,0,1440.3333,100
6,COW-10000250,21/06/2025,219.1667,93.5,1108.3333,332.5,13,315.3333,46.744506800636664,3,80.53081823539844,0,1440.8333,100
6,COW-10000250,22/06/2025,217.1667,107.8333,1071.5,369.3333,7,344.3333,49.711868736218555,4,94.19179079089984,0,1440.8333,100
6,COW-10000250,23/06/2025,301.8333,178.3333,997.6667,442.5,5,265.6667,59.59805966,2,107.15073783176115,0,1440.1667,100
6,COW-10000250,24/06/2025,386.3333,156.5,1010.5,430,0,222.6667,57.20112963129935,5,100.88691671703144,0,1440.5,100
6,COW-10000250,25/06/2025,447.8333,84.5,914.8333,525,4,144.3333,59.05843581738247,0,103.7073306924754,0,1439.8333,100
6,COW-10000250,26/06/2025,412,106.3333,938.1667,502.5,13,176.5,62.88838349024161,2,112.10695378816773,0,1440.6667,100
6,COW-10000250,27/06/2025,349.3333,92.8333,1100.5,340.3333,15,253.3333,49.98207776238975,0,95.89910768649011,0,1440.8333,100
6,COW-10000250,28/06/2025,314.6667,55,1020.5,420.1667,19,275.3333,48.61996073018947,4,85.58300831,0,1440.6667,100
6,COW-10000250,29/06/2025,251.5,97,928,512.8333,11,210.1667,59.66891417715714,7,113.93724819909224,0,1440.8333,100
6,COW-10000250,30/06/2025,251.5,111.1667,688.6667,752,0,133.1667,90.33933859299532,115,174.7932647676834,12,1440.6667,100
6,COW-10000250,01/07/2025,305.6667,115.1667,935.3333,505,2,236.6667,60.993895509733534,9,109.35778548336228,0,1440.3333,100
6,COW-10000250,02/07/2025,194.3333,116.8333,946.6667,494.1667,2,274.1667,58.27844492447314,16,106.77628013562301,0,1440.8333,100
6,COW-10000250,03/07/2025,55,137.8333,951.5,489.3333,4,242.3333,62.76130753048863,9,112.36999401403618,0,1440.8333,100
6,COW-10000250,04/07/2025,72.1667,134.5,1050.8333,390,4,279.8333,56.19849974244506,5,104.5932734033288,0,1440.8333,100
6,COW-10000250,05/07/2025,37.5,125,1002.1667,438.1667,25,280,51.52450791058566,2,94.54344405368698,0,1440.3333,100
6,COW-10000250,06/07/2025,34,122.5,1041,399.6667,8,324.6667,54.42876114110492,3,98.54041377,0,1440.6667,100
6,COW-10000250,07/07/2025,53.5,104.5,960.5,480.3333,21,235,57.60170998691891,4,117.40537397429873,0,1440.8333,100
6,COW-10000250,08/07/2025,65.8333,62.1667,1092.1667,348.5,10,316.1667,48.037598136396994,2,92.88921224,0,1440.6667,100
6,COW-10000250,09/07/2025,3,102.1667,1052.6667,388,9,348,53.708435828241136,6,103.28274329245946,0,1440.6667,100
6,COW-10000250,10/07/2025,39,80.8333,986.8333,453.8333,11,327.5,52.90644471372845,5,98.89132902612293,0,1440.6667,100
6,COW-10000250,11/07/2025,95.5,104,954.3333,486.5,0,322.1667,54.10492744688494,4,102.2045827394555,0,1440.8333,100
6,COW-10000250,12/07/2025,8.3333,95.3333,1065.5,375.3333,4,338.8333,46.71596225718669,0,87.73672665385858,0,1440.8333,100
6,COW-10000250,13/07/2025,20,85.6667,1045.1667,395.5,9,342,46.59251038755658,0,84.67254082619289,0,1440.6667,100
6,COW-10000250,14/07/2025,63.3333,118.3333,1002,438.8333,8,379.3333,50.60407987366252,4,88.50053455182898,0,1440.8333,100
6,COW-10000250,15/07/2025,76,133.6667,694.6667,606.3333,5,173.1667,62.559759832044236,3,112.40796356240267,0,1301,90
6,COW-10000250,16/07/2025,258.6667,76.3333,1063.3333,377.1667,5,245,48.92684369813813,3,82.42378831,0,1440.5,100
6,COW-10000250,17/07/2025,86.1667,92.8333,1076.5,364,18,324,48.17125947,3,89.47289959,0,1440.5,100
6,COW-10000250,18/07/2025,60.3333,106.1667,653.3333,509,12,153.1667,95.63238941977008,6,174.15738500973063,0,1162.3333,81
7,COW-10000251,01/06/2025,299.6667,99.8333,801,639.6667,9,132,65.53105239126761,12,127.96217429864082,0,1440.6667,100
7,COW-10000251,02/06/2025,302.6667,124.6667,868,572.8333,4,216.6667,63.566181242431504,8,119.32885743070021,0,1440.8333,100
7,COW-10000251,03/06/2025,236.3333,130,937,503.6667,0,287.1667,62.66469303185826,5,114.10538352567363,0,1440.6667,100
7,COW-10000251,04/06/2025,331.3333,114.5,1001.6667,438.6667,0,237.8333,62.46879801874883,3,110.06318361387846,0,1440.3333,100
7,COW-10000251,05/06/2025,260.8333,92.3333,1007.8333,433,12,240.3333,59.36965834715244,3,98.02872992582306,0,1440.8333,100
7,COW-10000251,06/06/2025,355.6667,115.1667,938.3333,502.1667,0,195.6667,60.788559035875316,7,109.54832213628103,0,1440.5,100
7,COW-10000251,07/06/2025,269,91.6667,907.1667,533.6667,2,277,60.06722049922733,7,108.33180283590023,0,1440.8333,100
7,COW-10000251,08/06/2025,249,105,964.3333,475.6667,11,278.5,60.98997730678982,8,105.3396812,0,1440,100
7,COW-10000251,09/06/2025,217.3333,100.5,949.3333,491.5,2,318.1667,57.12108499539112,7,102.15541978596676,0,1440.8333,100
7,COW-10000251,10/06/2025,289,87.5,1057.5,383.1667,5,295.6667,58.37514563988117,6,98.40920283694004,0,1440.6667,100
7,COW-10000251,11/06/2025,328.5,85.3333,930.5,510.3333,4,229.1667,58.78454081511621,6,101.7585877064958,0,1440.8333,100
7,COW-10000251,12/06/2025,248.5,110,847.6667,593,0,230.6667,63.349081001475916,8,115.83278219990022,0,1440.6667,100
7,COW-10000251,13/06/2025,271,248.3333,745.6667,695,2,154.6667,98.21259272203352,22,149.25049910220986,2,1440.6667,100
7,COW-10000251,14/06/2025,299.6667,207.1667,897.1667,543.5,0,286.5,78.54356673071639,5,129.1096370013871,0,1440.6667,100
7,COW-10000251,15/06/2025,239.6667,422,723.5,717.1667,2,239.3333,99.92417483349631,9,147.69352661796546,0,1440.6667,100
7,COW-10000251,16/06/2025,216.5,240,847.5,593.1667,4,284.5,86.75028725500076,10,136.85587852545106,0,1440.6667,100
7,COW-10000251,17/06/2025,254.8333,81.5,953.6667,487,12,320.6667,56.559436379732325,3,100.8765236087995,0,1440.6667,100
7,COW-10000251,18/06/2025,243.1667,93.6667,879.1667,561.6667,2,261.3333,61.484794091599184,3,105.66531523863934,0,1440.8333,100
7,COW-10000251,19/06/2025,155.6667,84,496.6667,944,6,149.3333,93.27198599,165,183.5925804801916,15,1440.6667,100
7,COW-10000251,20/06/2025,324.3333,109.1667,881.5,559,5,230,66.99995993133443,18,115.33195860171007,5,1440.5,100
7,COW-10000251,21/06/2025,208.6667,97.1667,984.3333,456.1667,4,282.1667,57.0609869,5,96.48777543429519,0,1440.5,100
7,COW-10000251,22/06/2025,325.5,105.1667,820.8333,620.1667,2,207.5,66.19133812725448,11,118.05414371459594,0,1441,100
7,COW-10000251,23/06/2025,302.6667,169.3333,870.1667,570.3333,10,182.6667,67.21497747,4,120.11602292054783,0,1440.5,100
7,COW-10000251,24/06/2025,346,111,932.3333,508,0,217.3333,61.36486983084066,6,115.42872883770869,0,1440.3333,100
7,COW-10000251,25/06/2025,277.1667,169.3333,824.6667,616,2,152.6667,68.77463083474629,6,128.9268200621457,0,1440.6667,100
7,COW-10000251,26/06/2025,68.3333,94.6667,868.1667,572.5,9,180.6667,63.253833606584045,6,111.43054229580987,0,1440.6667,100
7,COW-10000251,27/06/2025,58,84.6667,915.8333,524.6667,12,226.1667,59.06036542905476,2,96.66589359352741,0,1440.5,100
7,COW-10000251,28/06/2025,170.6667,96.6667,932.3333,508.1667,4,227.6667,59.217679289553324,5,102.54452392126169,0,1440.5,100
7,COW-10000251,29/06/2025,194.1667,113.8333,886.3333,554.5,2,227.1667,65.44337201270153,6,112.1865248583589,0,1440.8333,100
7,COW-10000251,30/06/2025,240.8333,136.3333,842.5,598.1667,0,230.5,64.72557615097448,14,121.04143917643323,0,1440.6667,100
7,COW-10000251,01/07/2025,228,102,843.1667,597.6667,10,203.1667,61.8352456,3,110.71992828916304,0,1440.8333,100
7,COW-10000251,02/07/2025,50.3333,120.1667,819.6667,621,0,221.6667,65.61920900358088,10,114.9578109928327,0,1440.6667,100
7,COW-10000251,03/07/2025,61.8333,160,878.3333,562.5,5,220.5,64.89870246812193,5,125.15027061096157,0,1440.8333,100
7,COW-10000251,04/07/2025,130.6667,170.1667,957.3333,483.5,3,267.6667,58.41179421,4,105.68894332788665,0,1440.8333,100
7,COW-10000251,05/07/2025,103.6667,169,916.3333,524.3333,2,208.8333,61.42513382826509,5,107.69559974087879,0,1440.6667,100
7,COW-10000251,06/07/2025,114.8333,135.8333,925.8333,514.8333,14,215,65.82664366178852,6,112.4516131,0,1440.6667,100
7,COW-10000251,07/07/2025,132.8333,107.3333,910,530.8333,3,154.5,61.62424216151858,10,116.52533240508592,0,1440.8333,100
7,COW-10000251,08/07/2025,65.6667,81.6667,982,458.8333,10,242,59.36666776569955,5,103.04419650446823,0,1440.8333,100
7,COW-10000251,09/07/2025,60.5,141.3333,954.1667,486.6667,2,363,63.12979187753036,4,110.92162274018129,0,1440.8333,100
7,COW-10000251,10/07/2025,32.3333,132.5,872.3333,568,0,296,65.52847306283087,18,121.59447549697674,0,1440.3333,100
7,COW-10000251,11/07/2025,121.6667,173.1667,779,661.8333,2,204.6667,67.46032997250488,16,135.37803054200631,0,1440.8333,100
7,COW-10000251,12/07/2025,79,152.6667,988,452.8333,12,294.6667,61.97800997573561,7,108.02251044693126,0,1440.8333,100
7,COW-10000251,13/07/2025,70.6667,110.8333,1012,428.6667,14,263.6667,63.88950515598789,10,108.2404284497093,0,1440.6667,100
7,COW-10000251,14/07/2025,80.3333,162.1667,839.5,601.1667,4,214.8333,70.69085893891355,17,122.50771123134996,0,1440.6667,100
7,COW-10000251,15/07/2025,87.5,186.1667,709.5,578.1667,8,157.8333,69.75297019853822,7,138.17598390789067,0,1287.6667,89
7,COW-10000251,16/07/2025,240,161.6667,1030.5,410,2,222,51.805847372761015,4,103.03820224185102,0,1440.5,100
7,COW-10000251,17/07/2025,173.3333,121.5,955.8333,484.6667,0,239,56.941429949408125,13,112.10200141925274,0,1440.5,100
7,COW-10000251,18/07/2025,153.1667,254.3333,668.5,772.3333,0,146.1667,110.02787538068428,22,189.32715729801143,0,1440.8333,100
7,COW-10000251,19/07/2025,189.1667,184.1667,779,661.8333,0,180.3333,83.30635819178637,15,159.84383015497494,0,1440.8333,100
7,COW-10000251,20/07/2025,119,289.8333,728.6667,712,0,155.3333,95.45425954321809,9,179.32880650731715,0,1440.6667,100
7,COW-10000251,21/07/2025,276.1667,361.5,724.8333,716,0,126.3333,116.34901781231079,11,201.14309152059295,0,1440.8333,100
7,COW-10000251,22/07/2025,185.3333,150.1667,726.5,714.1667,0,208.8333,71.95358932156189,5,149.06969004237834,0,1440.6667,100
7,COW-10000251,23/07/2025,178.3333,125.6667,801.5,639.3333,3,173.6667,70.9776364,4,133.61224183324723,0,1440.8333,100
7,COW-10000251,24/07/2025,141,134.5,697.3333,743.3333,0,242,80.05755883,11,139.0814981985732,0,1440.6667,100
7,COW-10000251,25/07/2025,193.5,167.8333,825.1667,615.5,0,211.6667,81.02210355985501,16,127.93862725892922,0,1440.6667,100
7,COW-10000251,26/07/2025,133.8333,165.3333,824.3333,616.1667,2,211.8333,79.42315865732598,10,121.12733902071109,0,1440.5,100
7,COW-10000251,27/07/2025,142.5,198.1667,850.5,590.1667,6,196,73.08052662289401,7,120.90638357971841,0,1440.6667,100
7,COW-10000251,28/07/2025,157.8333,422.8333,741.1667,699,0,222.3333,121.07628366624628,9,169.0248852,0,1440.1667,100
7,COW-10000251,29/07/2025,221.8333,128.5,863.5,574.8333,5,171,59.779470149777296,0,108.33493200127522,0,1438.3333,100
7,COW-10000251,30/07/2025,145.8333,144.1667,1030.1667,408.6667,0,315.8333,58.06799091580817,4,92.74803899771422,0,1438.8333,100
7,COW-10000251,31/07/2025,68.8333,173.1667,939,501.6667,0,247.3333,65.40987413716174,8,103.787088,0,1440.6667,100
7,COW-10000251,01/08/2025,222,180.3333,906.6667,534.1667,5,124.6667,64.42058384521908,5,104.8570994547573,0,1440.8333,100
7,COW-10000251,02/08/2025,241.5,162,915.3333,525.5,5,143.6667,65.48559285258199,7,101.35073616023419,0,1440.8333,100
7,COW-10000251,03/08/2025,284.6667,200,855.1667,585.6667,0,158.1667,73.07207437386191,23,116.41112663485261,8,1440.8333,100
7,COW-10000251,04/08/2025,368,239.5,897.8333,542.8333,0,130.3333,72.94779449632354,13,113.75858230979175,0,1440.6667,100
7,COW-10000251,05/08/2025,294.6667,224.8333,958.5,482.3333,0,194,69.05428195,3,100.18227782947194,0,1440.8333,100
7,COW-10000251,06/08/2025,276.3333,325.5,707.6667,733.1667,0,117.8333,119.58514211024763,20,165.64120004189502,0,1440.8333,100
7,COW-10000251,07/08/2025,256.6667,208.6667,774.8333,666,2,166.1667,73.40247051532452,6,119.54173226519221,0,1440.8333,100
7,COW-10000251,08/08/2025,201.1667,222.8333,882,558.6667,0,256.5,67.58561967975946,0,107.19380896160968,0,1440.6667,100
7,COW-10000251,09/08/2025,371.8333,205.1667,949,491.6667,4,177,67.97923166185879,1,99.37774608776229,0,1440.6667,100
7,COW-10000251,10/08/2025,279.8333,175.1667,914.8333,526,14,220,64.34085939053237,3,95.19225184527211,0,1440.8333,100
7,COW-10000251,11/08/2025,205.6667,382,910.8333,530,0,265,117.86010331815208,5,150.88061543404538,0,1440.8333,100
7,COW-10000251,12/08/2025,252.8333,130.8333,1083,357.6667,16,323,55.95201347559373,2,80.58536185,0,1440.6667,100
7,COW-10000251,13/08/2025,365.3333,252.3333,995,445.6667,10,229.8333,62.90344415,0,91.93623193928843,0,1440.6667,100
7,COW-10000251,14/08/2025,297.5,427.1667,785.5,655.3333,2,183.5,96.10651843819473,6,118.43656035225263,0,1440.8333,100
7,COW-10000251,15/08/2025,300.6667,248,894.6667,546.1667,15,207,75.89452899,2,110.95516422154795,0,1440.8333,100
7,COW-10000251,16/08/2025,397.1667,221.6667,908.8333,531.8333,7,127.3333,73.43444160486139,5,109.51276042846439,0,1440.6667,100
7,COW-10000251,17/08/2025,337.6667,166.5,952,488.8333,4,150.8333,64.30006197768874,6,101.25901326476803,0,1440.8333,100
7,COW-10000251,18/08/2025,217.5,218.1667,858.1667,582.6667,0,215.6667,71.79572824,4,114.82857491254393,0,1440.8333,100
7,COW-10000251,19/08/2025,203.8333,195.3333,903.6667,537,12,217.3333,68.13704709110851,6,107.70892988802491,0,1440.6667,100
7,COW-10000251,20/08/2025,267.6667,173.1667,830.1667,610.6667,6,161.3333,71.42759184,11,115.29261228871387,0,1440.8333,100
7,COW-10000251,21/08/2025,268.6667,126,903,537.8333,0,157.8333,67.73454194,4,107.8825546924333,0,1440.8333,100
7,COW-10000251,22/08/2025,188.1667,126.8333,840.3333,600.1667,0,202.5,67.07922227871192,6,114.06343859074832,0,1440.5,100
7,COW-10000251,23/08/2025,238.3333,211.6667,879.3333,561.1667,13,185.8333,70.89911193741729,6,111.10130273315154,0,1440.5,100
7,COW-10000251,24/08/2025,239.5,535.5,654.3333,786.5,0,139.5,125.08266875673539,14,157.65881835690394,0,1440.8333,100
7,COW-10000251,25/08/2025,332.1667,222.6667,955.5,485.3333,2,118.5,65.62364067046748,2,106.03031620667669,0,1440.8333,100
7,COW-10000251,26/08/2025,243.6667,308.1667,842.6667,598.1667,6,209.8333,74.07288376922342,2,113.10821636899348,0,1440.8333,100
7,COW-10000251,27/08/2025,249.8333,491.8333,606.3333,834.3333,6,140.3333,124.92633185856654,28,155.8603595,8,1440.6667,100
7,COW-10000251,28/08/2025,303.6667,269.5,873.1667,567.6667,15,178.6667,71.32208943849633,1,111.79895846122534,0,1440.8333,100
7,COW-10000251,29/08/2025,301.8333,223.3333,889.8333,551,12,190,78.06378154412661,5,112.24091778606814,0,1440.8333,100
7,COW-10000251,30/08/2025,279,180.6667,922.1667,518.6667,6,224.6667,69.12161413736602,3,101.0314136657362,0,1440.8333,100
7,COW-10000251,31/08/2025,258,231.1667,881,559.6667,0,201,75.86999159728637,9,115.23176659482985,0,1440.6667,100
7,COW-10000251,01/09/2025,282.3333,220.5,932.3333,508.5,4,206.6667,71.68246389359253,2,104.79234004861844,0,1440.8333,100
7,COW-10000251,02/09/2025,334.1667,190.3333,988.3333,452.5,6,178.8333,63.79398274,4,97.44324936764718,0,1440.8333,100
7,COW-10000251,03/09/2025,291.5,187.1667,1009.6667,431,13,200,59.770105980657306,2,88.88330852,0,1440.6667,100
7,COW-10000251,04/09/2025,258.6667,238.3333,996,444.8333,6,235.1667,58.84807604761603,1,87.67699109260026,0,1440.8333,100
7,COW-10000251,05/09/2025,189.6667,204.1667,952.1667,488.6667,0,267.1667,60.64763184652776,4,91.07616482475991,0,1440.8333,100
7,COW-10000251,06/09/2025,240.5,115.8333,1107.3333,333.5,2,268.8333,48.21994357442773,2,74.66852346,0,1440.8333,100
7,COW-10000251,07/09/2025,174.6667,186.8333,1019,439,6,284.6667,56.29356765398218,5,82.30073704,0,1458,101
7,COW-10000251,08/09/2025,176.5,240.6667,780.5,479.1667,2,203.3333,65.90634508781504,2,97.76073651,0,1259.6667,87
7,COW-10000251,09/09/2025,230.5,292.1667,965.3333,475.5,0,207.6667,67.82531746,1,96.00562880534254,0,1440.8333,100
7,COW-10000251,10/09/2025,240.1667,260.3333,971.8333,469,5,190.1667,62.30859124,1,91.79409363560761,0,1440.8333,100
7,COW-10000251,11/09/2025,282.3333,244.6667,984.8333,455.8333,16,130.6667,65.77817373174256,2,93.80353191063284,0,1440.6667,100
7,COW-10000251,12/09/2025,304.1667,317,903.6667,537.1667,8,150.5,74.73213667067026,1,111.69446801780758,0,1440.8333,100
7,COW-10000251,13/09/2025,261.3333,222.5,1029.6667,411.1667,3,173.3333,57.79300151800682,0,87.86344766478928,0,1440.8333,100
7,COW-10000251,14/09/2025,225.6667,312.1667,1009.3333,431.5,18,166.1667,67.90511928754711,1,93.02295775272862,0,1440.8333,100
7,COW-10000251,15/09/2025,243.3333,308.1667,943.8333,497.3333,0,132.3333,64.41708290026865,2,100.35354665652774,0,1441.1667,100
7,COW-10000251,16/09/2025,296,322.8333,887.8333,552.5,7,183.1667,68.90617546288125,1,104.14656811471174,0,1440.3333,100
7,COW-10000251,17/09/2025,228.5,248.6667,926.5,514.3333,9,185.5,63.58442458532807,1,102.26958307384272,0,1440.8333,100
7,COW-10000251,18/09/2025,219.3333,227.8333,924,516.6667,4,235,61.63661176548242,2,98.62878482576764,0,1440.6667,100
7,COW-10000251,19/09/2025,350.3333,210.6667,1007.8333,433,3,240.5,58.83979572320412,1,88.45464269,0,1440.8333,100
7,COW-10000251,20/09/2025,242.6667,146.5,1104.8333,336,3,247.6667,54.68523322,1,78.96719089196968,0,1440.8333,100
7,COW-10000251,21/09/2025,191.5,234.6667,977.3333,463.1667,0,276.8333,65.53190601847176,1,96.92989591,0,1440.5,100
7,COW-10000251,22/09/2025,288,358.8333,934.8333,505.8333,5,151,73.46873784,1,105.23293842490433,0,1440.6667,100
7,COW-10000251,23/09/2025,303.6667,332.5,911.5,529.1667,0,151.5,68.36004031250621,2,97.74012892183359,0,1440.6667,100
7,COW-10000251,24/09/2025,368.3333,273.3333,944.6667,496.1667,22,141.1667,67.10346725,1,100.6409118325811,0,1440.8333,100
7,COW-10000251,25/09/2025,289,332.5,881.1667,559.6667,4,177.5,68.24818978163464,1,103.12242366731202,0,1440.8333,100
7,COW-10000251,26/09/2025,270.3333,262.6667,988,452.6667,0,240.6667,65.78894436442151,4,96.45662733,0,1440.6667,100
7,COW-10000251,27/09/2025,283.5,135.1667,948,492.8333,0,253.5,63.76750617305829,6,94.52495893761903,0,1440.8333,100
7,COW-10000251,28/09/2025,213.3333,125.1667,891.3333,549.5,2,214.6667,68.01966489898875,6,101.12850777188638,0,1440.8333,100
7,COW-10000251,29/09/2025,142.8333,222.1667,706.8333,585.8333,0,120.5,84.93992360645468,9,130.58532750817105,0,1292.6667,90
8,COW-10000252,01/06/2025,408,162.8333,749.3333,691.5,4,174.6667,71.45452171312446,7,141.05067110254697,0,1440.8333,100
8,COW-10000252,02/06/2025,275.1667,165.6667,716.5,723.5,5,224.5,72.77657720777724,6,145.03902090920343,0,1440,100
8,COW-10000252,03/06/2025,277.3333,173.5,804.8333,636,8,268.3333,67.47937844818627,3,131.00571133209283,0,1440.8333,100
8,COW-10000252,04/06/2025,276.8333,162.5,798.3333,642.1667,15,333.1667,64.21764864133186,3,120.06380296782406,0,1440.5,100
8,COW-10000252,05/06/2025,343,158.5,811.3333,629.3333,5,259,66.74979990580081,2,116.69332322452092,0,1440.6667,100
8,COW-10000252,06/06/2025,401.3333,152.5,809.6667,631,2,257.5,64.43558205282837,0,120.76316932349887,0,1440.6667,100
8,COW-10000252,07/06/2025,335.5,107.6667,840.1667,600.5,16,303,58.45715171040787,8,110.86980527553884,0,1440.6667,100
8,COW-10000252,08/06/2025,263.6667,124.1667,771,669.6667,0,275.8333,63.60000624473533,2,124.79049597885366,0,1440.6667,100
8,COW-10000252,09/06/2025,267.3333,175,810.3333,630.3333,13,277.3333,64.09847903836386,2,121.2575267719373,0,1440.6667,100
8,COW-10000252,10/06/2025,256.6667,118.5,865.6667,574.8333,7,316.5,57.90693387904681,2,106.27429370290909,0,1440.5,100
8,COW-10000252,11/06/2025,281.5,164,663,777.5,0,213.1667,68.52723022446814,9,145.1960576348844,0,1440.5,100
