ID,Cow ID,Date,Ruminating(min),Eating(min),Sitting(min),Standing(min),Coughing(count),Resting(min),Activity Rate,Mounting(count),Sniffing,Heat Detection(count),SIT+STAND(min),Data Collection Rate(%)
10,COW-10000254,21/08/2025,18.3333,43.3333,1146.6667,294.1667,2,491.5,36.39319849317649,2,64.63153460730425,0,1440.8333,100
10,COW-10000254,22/08/2025,5.1667,48.1667,993.6667,447,0,300.1667,40.56517972156219,8,82.34449990752228,0,1440.6667,100
10,COW-10000254,23/08/2025,31.1667,41.1667,1200.5,240.1667,7,466.6667,32.63339489712201,2,60.63616481548876,0,1440.6667,100
10,COW-10000254,24/08/2025,4,501,762.5,678,13,253.5,115.02475076040074,16,177.7240373932983,0,1440.5,100
10,COW-10000254,25/08/2025,8.6667,143.6667,1128.1667,312.6667,0,297,59.24052988717569,3,95.96820085568535,0,1440.8333,100
10,COW-10000254,26/08/2025,34.5,68.3333,1199.8333,241,0,441.5,34.15517851353519,1,63.14003701,0,1440.8333,100
10,COW-10000254,27/08/2025,34,446.1667,735,705.8333,10,241,141.45805827505401,16,195.88355175810375,0,1440.8333,100
10,COW-10000254,28/08/2025,38.8333,41.6667,1294.3333,146.5,9,419.6667,31.38987330386513,1,49.68688203669339,0,1440.8333,100
10,COW-10000254,29/08/2025,0.5,67.6667,1223.1667,217.5,8,504.5,33.847544677607274,2,58.06832833181979,0,1440.6667,100
10,COW-10000254,30/08/2025,5.3333,47.5,1252.5,188.3333,0,619.6667,32.00379425807796,2,55.434403860755154,0,1440.8333,100
10,COW-10000254,31/08/2025,4.3333,118.5,1071.5,369.1667,0,361.1667,44.10815315299539,2,79.64802441471211,0,1440.6667,100
10,COW-10000254,01/09/2025,78.3333,142.3333,1156.6667,284.1667,0,313.3333,44.21387101764139,3,74.58887357253985,0,1440.8333,100
10,COW-10000254,02/09/2025,144.1667,142.1667,1151.5,289.3333,0,225.8333,43.15423130368553,2,72.96382937147274,0,1440.8333,100
10,COW-10000254,03/09/2025,129.6667,178.3333,1013,427.8333,3,249.3333,49.25872965,0,89.37128516550764,0,1440.8333,100
10,COW-10000254,04/09/2025,65.5,186.5,1023.5,417.1667,0,261.6667,48.88211311647485,1,94.57794184047059,0,1440.6667,100
10,COW-10000254,05/09/2025,112.1667,158.5,1098.5,342.1667,0,363.5,42.65001086050137,1,83.96646627283162,0,1440.6667,100
10,COW-10000254,06/09/2025,51,64.6667,1180.6667,260.1667,5,397.8333,36.99091866417659,0,69.90871196678431,0,1440.8333,100
10,COW-10000254,07/09/2025,122.8333,217.5,1064.8333,389.3333,12,351.3333,48.832330637060124,2,91.57652670196272,0,1454.1667,101
10,COW-10000254,08/09/2025,104,196.5,841.6667,417.8333,0,120,62.36798979893112,10,115.65098481722825,0,1259.5,87
10,COW-10000254,09/09/2025,153.5,225.8333,1000.1667,440.6667,0,232.6667,57.946825308769405,7,109.3727666370575,0,1440.8333,100
10,COW-10000254,10/09/2025,64.1667,71.5,831.6667,176.5,6,190.8333,45.41949989342812,0,73.22178455517692,0,1008.1667,70
11,COW-10000256,01/06/2025,237.5,89,944.1667,496.1667,0,389.3333,53.089961921746635,9,122.9126218457212,0,1440.3333,100
11,COW-10000256,02/06/2025,189.8333,84.5,986.3333,454.1667,2,418,45.244893413112486,6,110.24970200607156,0,1440.5,100
11,COW-10000256,03/06/2025,254.1667,100.6667,1056.5,384.3333,0,426.8333,46.38169784060512,4,105.12577557715464,0,1440.8333,100
11,COW-10000256,04/06/2025,137.6667,94.5,1033.3333,406.6667,0,492.5,42.865679352371785,4,99.82130757084599,0,1440,100
11,COW-10000256,05/06/2025,195.8333,92,1072.3333,368.1667,0,385.3333,47.87796064644076,7,105.37507898978829,0,1440.5,100
11,COW-10000256,06/06/2025,257.6667,95.5,982.5,457.6667,0,358.3333,54.518162989354394,13,123.1994537964503,0,1440.1667,100
11,COW-10000256,07/06/2025,223,94.8333,937.8333,502.8333,0,308.1667,54.725652268395166,15,129.3140706173086,0,1440.6667,100
11,COW-10000256,08/06/2025,243.6667,115.6667,778.3333,662.1667,0,231.5,68.51224656321861,20,161.60258900356501,0,1440.5,100
11,COW-10000256,09/06/2025,279,88,675.5,765.1667,0,199.8333,84.76867033231595,152,195.7067129513777,14,1440.6667,100
11,COW-10000256,10/06/2025,240.5,71,1021.1667,419.1667,0,407.1667,50.422097373632226,9,110.72505870590439,0,1440.3333,100
11,COW-10000256,11/06/2025,208.6667,91.3333,969.3333,471.3333,0,433.1667,52.65732807122354,8,119.43518750262669,0,1440.6667,100
11,COW-10000256,12/06/2025,263.1667,88,885.3333,555.3333,2,365,54.997634216901716,16,131.90781515210605,0,1440.6667,100
11,COW-10000256,13/06/2025,185.6667,150,885.5,555.1667,0,406.8333,63.24908742414807,7,140.95599453849738,0,1440.6667,100
11,COW-10000256,14/06/2025,389.1667,216,958.5,482.3333,0,287,85.68066420370337,12,168.51580468128705,0,1440.8333,100
11,COW-10000256,15/06/2025,269.6667,315.1667,817.6667,623.1667,0,275.3333,105.18322880989281,8,201.82790461684183,0,1440.8333,100
11,COW-10000256,16/06/2025,287.5,126.3333,905.8333,535,0,332.3333,60.980819993380386,9,139.51646468348417,0,1440.8333,100
11,COW-10000256,17/06/2025,316.8333,122.8333,985.5,455.3333,0,398.1667,54.910816516953446,7,119.32606067734692,0,1440.8333,100
11,COW-10000256,18/06/2025,309.6667,109.6667,918.1667,522.6667,2,331.6667,58.60111255546468,12,128.41325882337492,0,1440.8333,100
11,COW-10000256,19/06/2025,288.8333,98.1667,917.1667,523.5,0,303,61.077317887023334,16,135.4244669076195,0,1440.6667,100
11,COW-10000256,20/06/2025,382.8333,121.3333,1009.1667,431.3333,0,332,54.956933316927355,10,119.04201222889459,0,1440.5,100
11,COW-10000256,21/06/2025,328.1667,116.6667,1062.5,378,0,400.1667,51.02839831716689,6,105.77885015245583,0,1440.5,100
11,COW-10000256,22/06/2025,273,116.8333,970.8333,470.1667,0,395.3333,51.28023986322252,6,119.12682061390609,0,1441,100
11,COW-10000256,23/06/2025,349.3333,197.6667,911.8333,528.8333,0,243.1667,65.84184024357123,3,143.19095629224728,0,1440.6667,100
11,COW-10000256,24/06/2025,423.8333,180.5,922.5,518.1667,2,238.3333,67.46420715981641,9,148.12216054836063,0,1440.6667,100
11,COW-10000256,25/06/2025,406.1667,225.1667,927.6667,513.1667,2,275.3333,70.80011406408147,3,144.2710391960784,0,1440.8333,100
11,COW-10000256,26/06/2025,437.8333,190.1667,946,494.8333,0,291.5,67.04219657937662,3,137.09007091091988,0,1440.8333,100
11,COW-10000256,27/06/2025,356.5,99.6667,918.1667,522.6667,0,264.3333,60.19863212,11,136.89502157869885,0,1440.8333,100
11,COW-10000256,28/06/2025,268.1667,83.1667,921.8333,518.6667,0,322.3333,62.514821945979584,15,133.2099265747706,0,1440.5,100
11,COW-10000256,29/06/2025,250.6667,107.1667,960.8333,480,0,359.6667,61.38870315154623,9,132.1922319896515,0,1440.8333,100
11,COW-10000256,30/06/2025,192.3333,140.3333,747.6667,693,0,277.5,84.07548995329131,4,176.70140167123353,0,1440.6667,100
11,COW-10000256,01/07/2025,194.6667,112.3333,521.8333,918.6667,0,140.1667,104.90753756426805,219,240.13187497161155,5,1440.5,100
11,COW-10000256,02/07/2025,337,115.1667,934.6667,506,0,336.8333,62.631423858402506,17,138.97360210780576,5,1440.6667,100
11,COW-10000256,03/07/2025,243.1667,139.8333,966.5,474.3333,2,422.1667,65.75678792835454,15,143.02709796788585,0,1440.8333,100
11,COW-10000256,04/07/2025,335.3333,132.6667,938.1667,502.6667,0,268.5,65.89103237171956,18,149.32732930136527,0,1440.8333,100
11,COW-10000256,05/07/2025,301.8333,173.1667,902.6667,537.8333,0,263.6667,67.81800884126334,10,152.7875263602952,0,1440.5,100
11,COW-10000256,06/07/2025,238.8333,103.6667,896.5,544.1667,0,334.8333,65.96422258100814,13,151.12790739243917,0,1440.6667,100
11,COW-10000256,07/07/2025,287.8333,98.8333,905,535.6667,0,319.6667,65.19116608,13,154.7471354924546,0,1440.6667,100
11,COW-10000256,08/07/2025,193.1667,47.1667,986.6667,454.1667,3,412.3333,48.64362055887163,10,120.13882197418124,0,1440.8333,100
11,COW-10000256,09/07/2025,113.6667,116.3333,928,512.8333,0,431.5,59.876604317377726,10,142.92452236901408,0,1440.8333,100
11,COW-10000256,10/07/2025,181.3333,78.6667,936.1667,504.3333,0,394.3333,57.36209882184282,6,141.07026935768502,0,1440.5,100
11,COW-10000256,11/07/2025,222.3333,142,990,450.5,0,423.5,59.36438356907323,6,134.2686479350669,0,1440.5,100
11,COW-10000256,12/07/2025,200.6667,100.8333,956.1667,484.6667,2,375.3333,54.27467324128379,7,132.74565406035936,0,1440.8333,100
11,COW-10000256,13/07/2025,166,102.5,1005.6667,435.1667,0,420.8333,50.05138454139405,12,120.30388941855843,0,1440.8333,100
11,COW-10000256,14/07/2025,232.6667,109.6667,996.5,444.1667,0,332,55.24659785,8,127.20388679910403,0,1440.6667,100
11,COW-10000256,15/07/2025,235.8333,132,851.6667,449.1667,0,287.6667,64.14367597800981,8,142.86882927141306,0,1300.8333,90
11,COW-10000256,16/07/2025,371.3333,154.1667,1023.6667,417.1667,0,346.1667,57.11418029185042,4,125.97337518695326,0,1440.8333,100
11,COW-10000256,17/07/2025,281.8333,128,995.3333,445.3333,0,351.5,51.01899337238981,3,118.8260833514283,0,1440.6667,100
11,COW-10000256,18/07/2025,234.5,279.5,762.3333,677.8333,0,302.1667,104.8691074551014,14,211.04899387560485,0,1440.1667,100
11,COW-10000256,19/07/2025,316,92.1667,863,577.1667,3,283.5,78.05875550623142,11,170.18581546438662,0,1440.1667,100
11,COW-10000256,20/07/2025,360.3333,278.6667,884.5,556.1667,0,276.3333,97.14018493821808,8,201.29113662358733,0,1440.6667,100
11,COW-10000256,21/07/2025,289.5,324.6667,806.5,634.1667,0,252.8333,117.05302414547674,19,223.12620702246613,0,1440.6667,100
11,COW-10000256,22/07/2025,258.8333,78.1667,932.5,508.3333,0,309,61.00660936786923,11,146.92205300008442,0,1440.8333,100
11,COW-10000256,23/07/2025,198.8333,86.3333,886.6667,554.1667,0,321.3333,54.467881131544495,9,145.56180558499742,0,1440.8333,100
11,COW-10000256,24/07/2025,142.6667,124.6667,476.1667,964.6667,0,170.3333,103.73472290745079,162,263.70188745616696,60,1440.8333,100
11,COW-10000256,25/07/2025,311,147.8333,969,471.6667,0,348,76.18922945417115,27,168.86702727410926,8,1440.6667,100
11,COW-10000256,26/07/2025,264.8333,148.6667,911,529.8333,0,302.5,72.74212986254982,16,157.70694341047297,0,1440.8333,100
11,COW-10000256,27/07/2025,346.6667,117.3333,1050.5,390.3333,0,395.3333,51.402346627018645,4,111.4366122930294,0,1440.8333,100
11,COW-10000256,28/07/2025,245.5,405.3333,771.6667,669.1667,0,288.6667,158.0813594926224,13,290.7984053323282,0,1440.8333,100
11,COW-10000256,29/07/2025,433.3333,177.5,1046,391.6667,3,313.6667,58.33952783,8,121.40152599760144,0,1437.6667,100
11,COW-10000256,30/07/2025,357.8333,133,1086.5,354.1667,0,372.8333,51.888956875781226,1,108.6104501347363,0,1440.6667,100
11,COW-10000256,31/07/2025,280.1667,119.8333,1021.1667,419.5,0,378.6667,57.01266311264215,9,127.7037924221962,0,1440.6667,100
11,COW-10000256,01/08/2025,328.3333,114.5,957.5,483.1667,0,316.6667,60.330642336554575,12,137.23825633884414,0,1440.6667,100
11,COW-10000256,02/08/2025,333.3333,103.8333,987,453.6667,0,321,55.98483377339276,17,127.0919008,0,1440.6667,100
11,COW-10000256,03/08/2025,310.5,96.3333,1063.3333,377.5,0,387.1667,50.90661409288696,8,114.85303755782807,0,1440.8333,100
11,COW-10000256,04/08/2025,294,104.8333,1018,422.6667,0,356,54.48562104853145,7,125.84213228591997,0,1440.6667,100
11,COW-10000256,05/08/2025,292.6667,102.1667,1023.8333,417,0,312.3333,52.28217277284162,5,122.70839321054841,0,1440.8333,100
11,COW-10000256,06/08/2025,279.1667,347,824.8333,615.8333,0,285.5,154.69207095526147,9,270.79074944350964,0,1440.6667,100
11,COW-10000256,07/08/2025,363.6667,128.8333,1003.1667,437.6667,2,340,56.13286988151908,7,129.65436190797664,0,1440.8333,100
11,COW-10000256,08/08/2025,305,157.5,1024.8333,415.6667,0,386.5,52.60345004486031,2,119.06320028361328,0,1440.5,100
11,COW-10000256,09/08/2025,288.6667,134,1025.5,415.3333,0,398.1667,49.793692346664436,3,114.34727026728139,0,1440.8333,100
11,COW-10000256,10/08/2025,300.8333,120.8333,982.5,457.8333,0,372.6667,52.68949731580915,7,124.93180655351642,0,1440.3333,100
11,COW-10000256,11/08/2025,288.5,110.3333,995.8333,444.6667,0,348.3333,50.97755136,5,118.96532508464347,0,1440.5,100
11,COW-10000256,12/08/2025,325.3333,112.1667,1008.1667,432.3333,2,322.6667,58.73205286229249,7,124.78866654386898,0,1440.5,100
11,COW-10000256,13/08/2025,328,103.5,1006,434.8333,0,319.8333,55.66732336235157,10,128.63625458584414,0,1440.8333,100
11,COW-10000256,14/08/2025,320.8333,350.1667,798.8333,641.6667,0,244.6667,144.74378461130485,22,244.63282372407252,0,1440.5,100
11,COW-10000256,15/08/2025,340.5,131.6667,1006.1667,433.6667,0,323.5,58.59040112058823,19,129.9063085999143,0,1439.8333,100
11,COW-10000256,16/08/2025,295.1667,99.8333,993.6667,447.1667,0,294.8333,59.361811084648025,22,135.63239725288318,0,1440.8333,100
11,COW-10000256,17/08/2025,235,130,855.6667,585.1667,0,252.6667,66.86837796,24,167.29043776345017,12,1440.8333,100
11,COW-10000256,18/08/2025,258.6667,269,810.5,630.1667,0,279.8333,139.7271986329848,12,238.50005593138786,0,1440.6667,100
11,COW-10000256,19/08/2025,347.5,92.6667,991.5,449.3333,0,297.8333,56.162712516365474,5,132.4432488436503,0,1440.8333,100
11,COW-10000256,20/08/2025,348,142.5,968.3333,472.5,0,333.3333,62.078441930961716,10,141.66207961087423,0,1440.8333,100
11,COW-10000256,21/08/2025,287.3333,128.5,953.1667,487.5,0,311.1667,58.333005265249575,14,138.73523502424877,0,1440.6667,100
11,COW-10000256,22/08/2025,256,97,941,499.5,4,283.1667,56.24512871589206,11,142.60601236576645,0,1440.5,100
11,COW-10000256,23/08/2025,268.1667,92.3333,1042.5,398.1667,2,410.8333,48.50396309446152,9,113.90957997276628,0,1440.6667,100
11,COW-10000256,24/08/2025,207.1667,462.3333,717.5,723,0,334,182.3842149827404,17,302.08524314256283,0,1440.5,100
11,COW-10000256,25/08/2025,391.6667,174.6667,1008.3333,432.3333,0,278,88.77999803083245,11,163.3315111,0,1440.6667,100
11,COW-10000256,26/08/2025,284.6667,142.3333,918.5,522.3333,0,295.1667,63.95445023774411,40,148.51086426222508,0,1440.8333,100
11,COW-10000256,27/08/2025,257,452.1667,609,831.8333,0,184.6667,184.7882763502431,47,313.1485773,20,1440.8333,100
11,COW-10000256,28/08/2025,359.1667,131.3333,1046.8333,394,6,351.6667,53.45913731589905,5,115.57743946757188,0,1440.8333,100
11,COW-10000256,29/08/2025,322.8333,123.5,961.3333,479.3333,0,311.8333,61.06628110815893,4,141.08608060278092,0,1440.6667,100
11,COW-10000256,30/08/2025,268.8333,112.3333,945.8333,495,0,359.3333,60.57426115513675,14,144.97217102778862,0,1440.8333,100
11,COW-10000256,31/08/2025,300.5,225.5,871,569.8333,0,306.1667,80.51388822503694,9,171.2327990137545,0,1440.8333,100
11,COW-10000256,01/09/2025,413.1667,314.5,893.3333,547.5,0,210.1667,83.69767850365096,8,174.8340461073479,0,1440.8333,100
11,COW-10000256,02/09/2025,509,246.3333,927.3333,513.5,0,225.8333,71.79878906461805,7,152.80125684721614,0,1440.8333,100
11,COW-10000256,03/09/2025,432.5,227.6667,931.1667,509,4,288,72.99752196,4,155.32961126803636,0,1440.1667,100
11,COW-10000256,04/09/2025,403.3333,285.5,927.5,513.3333,0,260,72.09763618147117,2,155.81860878206942,0,1440.8333,100
11,COW-10000256,05/09/2025,330.3333,261.3333,946.3333,494.5,0,345.8333,70.42223371833373,4,152.16267110296175,0,1440.8333,100
11,COW-10000256,06/09/2025,329.6667,94.3333,1009.8333,431,0,330.5,53.460009396731195,5,132.7476791593641,0,1440.8333,100
11,COW-10000256,07/09/2025,350.8333,186.6667,1063.6667,387.1667,6,402.5,60.99554015657534,6,130.36372987242146,0,1450.8333,101
11,COW-10000256,08/09/2025,190.5,150.5,624.5,278.8333,0,155.1667,78.29591241533906,3,156.26417470594174,0,903.3333,63
12,COW-10000257,01/06/2025,429,71.8333,978.8333,462,0,261,60.17960214256344,19,149.23065123770402,0,1440.8333,100
12,COW-10000257,02/06/2025,262.5,70.8333,1015.5,425.3333,2,380,50.79492148669073,13,127.80147943005801,0,1440.8333,100
12,COW-10000257,03/06/2025,249.1667,73.3333,1069.5,371.3333,2,411.5,48.81529914498536,9,117.54744291995011,0,1440.8333,100
12,COW-10000257,04/06/2025,227.3333,78.8333,1060.1667,380.5,17,404.6667,52.02977404225926,9,119.47844962950163,0,1440.6667,100
12,COW-10000257,05/06/2025,337.1667,80.3333,1068.8333,371.8333,12,349.8333,54.821938969701705,6,119.6164335050499,0,1440.6667,100
12,COW-10000257,06/06/2025,344.8333,85.1667,1012,428.8333,9,345.3333,60.44624889014152,15,134.7235289662473,0,1440.8333,100
12,COW-10000257,07/06/2025,325.6667,88.1667,957.8333,482.8333,0,281.6667,61.56819930952602,16,143.88121146396708,0,1440.6667,100
12,COW-10000257,08/06/2025,328.6667,86.5,944.1667,496.6667,2,305.6667,63.21051237195678,17,148.05716890210428,0,1440.8333,100
12,COW-10000257,09/06/2025,403.3333,67.6667,1040.3333,400.5,12,360.3333,57.036529240958465,11,128.26359949062297,0,1440.8333,100
12,COW-10000257,10/06/2025,260.6667,50.8333,1053.1667,387.6667,11,451.3333,47.32232437,5,114.15075907754098,0,1440.8333,100
12,COW-10000257,11/06/2025,252.3333,84,1006.1667,434.5,14,380.3333,57.48770640107119,14,131.40035706060675,0,1440.6667,100
12,COW-10000257,12/06/2025,365.6667,70.5,944.6667,495.8333,8,293,63.914948763235515,27,150.3705148411117,0,1440.5,100
12,COW-10000257,13/06/2025,205,81.3333,563.5,877.3333,2,173.8333,101.13812019343732,114,233.77239291277698,14,1440.8333,100
12,COW-10000257,14/06/2025,428.6667,172.6667,993.3333,447.3333,2,271,86.43834726173864,36,174.8359140893035,0,1440.6667,100
12,COW-10000257,15/06/2025,339.3333,379.6667,830.8333,609.5,10,313.3333,123.56348667617088,7,238.1067687839966,0,1440.3333,100
12,COW-10000257,16/06/2025,319,53.3333,1056.3333,384.5,0,400.8333,48.76379486,12,118.36345763065829,0,1440.8333,100
12,COW-10000257,17/06/2025,309.5,93.3333,1027.1667,413.5,19,373.5,55.79172493627037,7,128.40608917193964,0,1440.6667,100
12,COW-10000257,18/06/2025,397.1667,88,1010.6667,430,2,279.8333,64.59672252649733,12,145.1036828,0,1440.6667,100
12,COW-10000257,19/06/2025,412.6667,72.6667,1000.6667,440,17,257,61.79694730448867,23,143.23317745337602,0,1440.6667,100
12,COW-10000257,20/06/2025,358.5,92.5,988.8333,451,30,290.6667,58.27158872611214,12,136.1385527826153,0,1439.8333,100
12,COW-10000257,21/06/2025,311.3333,82.8333,839,601.6667,0,336.5,56.356333989007005,10,123.4189165460462,0,1440.6667,100
12,COW-10000257,22/06/2025,330.1667,64.8333,748.5,692.5,0,328.1667,56.655646736026775,18,126.51052155098705,0,1441,100
12,COW-10000257,23/06/2025,449.6667,113,780.8333,659.6667,4,284.1667,60.78209459154084,10,124.1722825030603,0,1440.5,100
12,COW-10000257,24/06/2025,489.3333,100.6667,781.3333,659.3333,6,259.5,63.65069882288293,8,127.25663774270582,0,1440.6667,100
12,COW-10000257,25/06/2025,477.1667,127.5,859.1667,581.5,9,290,62.96471507060533,3,125.53515259947065,0,1440.6667,100
12,COW-10000257,26/06/2025,426.5,124.8333,960.8333,479.8333,0,307.5,57.70311308811793,8,118.5070845,0,1440.6667,100
12,COW-10000257,27/06/2025,362,83.3333,806,634.3333,2,308.1667,55.37606968313587,11,122.78991007082055,0,1440.3333,100
12,COW-10000257,28/06/2025,296.5,70.6667,997.8333,442.6667,0,396.3333,60.337101925421656,15,133.90789775678462,0,1440.5,100
12,COW-10000257,29/06/2025,328,84.8333,948.6667,492.1667,8,312.6667,60.44334949076416,13,143.16417290338413,0,1440.8333,100
12,COW-10000257,30/06/2025,329.6667,82,885.3333,555.5,3,212.5,75.41153503029659,21,163.6714420351698,0,1440.8333,100
12,COW-10000257,01/07/2025,378.3333,112.6667,960.8333,479.5,0,219.1667,69.00917785969412,12,153.4745152585348,0,1440.3333,100
12,COW-10000257,02/07/2025,403.1667,73.6667,1006.8333,434,0,285.1667,60.21653197747976,9,135.34772265088426,0,1440.8333,100
12,COW-10000257,03/07/2025,358.8333,96.5,874,566.8333,4,231.8333,71.95305192725654,21,171.9407092525202,1,1440.8333,100
12,COW-10000257,04/07/2025,390,59.5,1033.1667,407.5,6,263.3333,55.376372754380746,10,129.67940687526436,0,1440.6667,100
12,COW-10000257,05/07/2025,199.6667,69.3333,1031.6667,409.1667,32,351.5,54.09754212237701,6,128.6218327025308,0,1440.8333,100
12,COW-10000257,06/07/2025,221.6667,71.3333,943.5,497.1667,11,302,62.242788149768806,23,148.44188557792074,0,1440.6667,100
12,COW-10000257,07/07/2025,287.5,72,987,453.5,2,302.1667,65.14703650200352,9,153.92867775409155,0,1440.5,100
12,COW-10000257,08/07/2025,201.6667,29.8333,1083.8333,357,2,399,48.90892523902906,14,121.29467701070773,0,1440.8333,100
12,COW-10000257,09/07/2025,128.5,91,1043,397.6667,0,437.3333,58.640367824796286,9,133.78395096453625,0,1440.6667,100
12,COW-10000257,10/07/2025,158.8333,31.8333,973.8333,466.6667,0,252,60.78705819105779,20,153.4805435556705,0,1440.5,100
12,COW-10000257,11/07/2025,116,15.6667,1088.3333,352.5,0,434,46.433124284098916,15,114.63883633279883,0,1440.8333,100
12,COW-10000257,12/07/2025,79.8333,52.3333,961.3333,479.5,5,433.5,58.74807130318284,12,147.4778170389823,0,1440.8333,100
12,COW-10000257,13/07/2025,103.5,57.8333,1068.1667,372.5,9,451.6667,49.69718385879114,12,119.71674711270666,0,1440.6667,100
12,COW-10000257,14/07/2025,212.8333,70.3333,1089.5,350.8333,0,356.1667,53.91711629890949,7,125.03360645883035,0,1440.3333,100
12,COW-10000257,15/07/2025,283.1667,88,951.3333,343.8333,16,267.3333,59.422882945741684,7,135.9186358286782,0,1295.1667,90
12,COW-10000257,16/07/2025,372,66.8333,1078.1667,362.6667,0,322.8333,56.444381757993234,10,133.51579656209333,0,1440.8333,100
12,COW-10000257,17/07/2025,278.1667,64.8333,1064.3333,376.5,16,336.8333,53.91816827036039,11,129.89208188341007,0,1440.8333,100
12,COW-10000257,18/07/2025,219,141.1667,868.8333,571.8333,4,284.3333,89.58721007312244,15,194.54852840736035,0,1440.6667,100
12,COW-10000257,19/07/2025,409.5,85.1667,891,549.6667,0,256.1667,80.91678568192623,10,177.8775525501292,0,1440.6667,100
12,COW-10000257,20/07/2025,432.1667,176.3333,924.1667,516.6667,2,244.6667,94.22441454965163,12,210.91512079939392,0,1440.8333,100
12,COW-10000257,21/07/2025,400.6667,308.8333,679.3333,761.5,0,177.8333,118.5093699202088,16,218.76684033298437,0,1440.8333,100
12,COW-10000257,22/07/2025,321.5,51.1667,983.6667,456.8333,0,243.8333,62.55426309098528,15,145.6061399080929,0,1440.5,100
12,COW-10000257,23/07/2025,149.6667,46.8333,984.5,456.3333,5,329.3333,59.47344968938083,8,151.2785427883362,0,1440.8333,100
12,COW-10000257,24/07/2025,110.5,70.6667,759.5,680.6667,2,242.8333,89.32385606548327,59,214.59296056758254,56,1440.1667,100
12,COW-10000257,25/07/2025,269.6667,65.8333,1102.5,338.3333,0,334.5,62.23524723086073,19,139.10751224736245,0,1440.8333,100
12,COW-10000257,26/07/2025,193.6667,105.1667,998.1667,442.3333,0,258.8333,71.92296011475767,13,158.92835940584243,0,1440.5,100
12,COW-10000257,27/07/2025,310,57.8333,1146.1667,294.6667,18,337.3333,52.232030070951865,8,122.81508528476095,0,1440.8333,100
12,COW-10000257,28/07/2025,267,296.6667,806,634.8333,0,241,138.29219677353126,15,269.4143388504373,0,1440.8333,100
12,COW-10000257,29/07/2025,448.5,54.6667,1239.1667,201.5,0,288.8333,48.21752391110852,5,104.44034114583451,0,1440.6667,100
12,COW-10000257,30/07/2025,242,62.5,1164,276.5,13,404.8333,49.67270239075618,10,116.28278422021872,0,1440.5,100
12,COW-10000257,31/07/2025,319.1667,84.8333,1112.1667,328.6667,24,321.1667,60.45926177,9,141.18717861010063,0,1440.8333,100
12,COW-10000257,01/08/2025,386.5,93.8333,1088.5,352.3333,5,269,62.74678652020394,3,149.24293452980478,0,1440.8333,100
12,COW-10000257,02/08/2025,388,78.8333,1109.3333,331.3333,29,258.8333,60.27937617692502,7,139.1161928624811,0,1440.6667,100
12,COW-10000257,03/08/2025,386.5,64.6667,1130.1667,310.6667,9,363.3333,56.53850664411273,3,131.2351919916615,0,1440.8333,100
12,COW-10000257,04/08/2025,357.3333,72.3333,1090.8333,350,4,297.5,61.91721798051224,12,145.74123311966676,0,1440.8333,100
12,COW-10000257,05/08/2025,273.3333,54.1667,1048.8333,392,0,334.8333,59.31745882403858,12,148.14422134721534,0,1440.8333,100
12,COW-10000257,06/08/2025,345.5,299.5,871,569.6667,2,242.8333,153.94674223476622,16,277.09890771165925,0,1440.6667,100
12,COW-10000257,07/08/2025,384.1667,38.1667,1131.5,309.3333,2,317.6667,52.70739563411892,10,127.23410589285433,0,1440.8333,100
12,COW-10000257,08/08/2025,240.5,64,1114.5,326.3333,10,380,53.520531481714734,3,128.4136691046561,0,1440.8333,100
12,COW-10000257,09/08/2025,247,59.3333,1140,300.8333,19,409.1667,47.576577587579976,6,112.66927073772688,0,1440.8333,100
12,COW-10000257,10/08/2025,219.5,61,1038.1667,402.1667,12,438.3333,45.696754667444985,5,96.19507966729067,0,1440.3333,100
12,COW-10000257,11/08/2025,214,44.3333,958,482.8333,11,397.6667,45.91998270717641,3,108.51291763775608,0,1440.8333,100
12,COW-10000257,12/08/2025,228.6667,63.5,1032.6667,408.1667,12,362.1667,49.20309008746702,3,116.19876184237354,0,1440.8333,100
12,COW-10000257,13/08/2025,301.1667,77.1667,1072.1667,368.6667,7,331,57.23633233462544,11,138.58867383265232,0,1440.8333,100
12,COW-10000257,14/08/2025,298.3333,287.3333,751.5,689.1667,0,197.1667,139.68375192312993,20,271.26194233697964,0,1440.6667,100
12,COW-10000257,15/08/2025,471.1667,91.8333,1166.3333,274.5,6,276.5,60.65629428,7,135.45048306069668,0,1440.8333,100
12,COW-10000257,16/08/2025,397.6667,85.1667,1114.1667,326.6667,10,245.1667,61.90412455393856,17,142.5475562411695,0,1440.8333,100
12,COW-10000257,17/08/2025,264.6667,61.3333,1079,361.6667,27,304.3333,54.893288707247706,7,132.8045556082984,0,1440.6667,100
12,COW-10000257,18/08/2025,285.3333,268.6667,918.6667,522.1667,25,272.8333,126.88734186281697,14,226.82184967296948,0,1440.8333,100
12,COW-10000257,19/08/2025,338.6667,38.6667,1176.6667,264.1667,11,309.3333,47.80909044167567,8,114.44138262711763,0,1440.8333,100
12,COW-10000257,20/08/2025,345.1667,98.6667,1068.6667,372.1667,12,289.1667,59.868774678818816,2,144.70512828087791,0,1440.8333,100
12,COW-10000257,21/08/2025,319,84.1667,1095.1667,345.5,28,264.6667,57.260413939949544,8,140.30789547858004,0,1440.6667,100
12,COW-10000257,22/08/2025,269.5,56.6667,1109.8333,331,6,322.5,52.01885825709292,10,133.50146992486498,0,1440.8333,100
